2024-12-05 13:20:24.256 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: User is unauthorized
2024-12-05 13:20:28.006 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The Access Token has been saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiJkNTBkNDRkMC01NzZiLTRhOWItODJjZS03M2IyNTM5NzdmM2QiLCJleHAiOjE3MzMzOTQ2MjUsImlhdCI6MTczMzM5NDAyNSwianRpIjoiYTVhMjY2YjEtMDMzYy00ODlkLTkyNDQtYTk1MTc1NTc3ZDI5In0.GunmyGOFXXA6Yj2BGj0yXqf8xleaeS_YclvhWLi2tIk8e1KAaM-hBJ5lg1C89EpZVJcouZmzG5qUNxBixky9mQ
2024-12-05 13:20:28.360 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: {"user":{"name":"Sistem Yöneticisi","surname":"ASELSAN","username":"aselsan","detail":{"identityNumber":null,"email":null,"phoneNumber":null,"rank":null,"profilePicture":null,"supervisor":{"name":null,"surname":null}},"pushToken":null,"userLevelId":5,"userLevelName":"Aselsan","id":10},"tokenDetails":{"accessToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI5MjkzOGE3ZC00MGIxLTQ3ZjAtOGM1Yi1lYWE0YmI1YzJlMWUiLCJleHAiOjE3MzMzOTQ2MjcsImlhdCI6MTczMzM5NDAyNywianRpIjoiMzVmY2ZiMTgtNGJhOC00ZTg1LTg0ODctYTM1NDFlNjZkZTA1In0.1vRQXvW_cnRRvdfruemwWRFGG3N9iBJ6o7GnmGDpjlSPfD3ws3_186IIW6DuKMEiPggK-jXtN_sBpF4K1tftfw","refreshToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6InJlZnJlc2giLCJpc3MiOiJhc2Vsc2FuLmthcmRlbGVuIiwiZXhwIjoxNzMzNDMwMDI3LCJpYXQiOjE3MzMzOTQwMjcsImp0aSI6IjkyOTM4YTdkLTQwYjEtNDdmMC04YzViLWVhYTRiYjVjMmUxZSJ9._7d_fKrwWW2l_yKTdev2gvCkM_GGi7MyHZNE127IL0ubHVSQ4bdEyjdCprFfvZ2Rvmh5Z33MP9BEIIkDUfdLWA"},"authorities":["right.detection.createdetection","right.detection.map","right.detection.detail","right.detection.detail.read","right.detection.detail.update","right.detection.filter","right.detection.sort","right.detection.sosmessage","right.task.filter","right.task.sort","right.task.detail","right.task.detail.read","right.task.detail.starttask","right.sensor.list","right.sensor.map","right.sensor.filter","right.sensor.sort","right.profile.read","right.detection","right.task","right.sensor","right.profile","right.detection.incominglist","right.task.outgoinglist","right.detection.outgoinglist","right.task.incominglist","right.task.attachments.list","right.alarm","right.alarm.list","right.alarm.map","right.alarm.filter","right.profile.usermanagement","right.profile.usermanagement.groupauthorization","right.profile.usermanagement.usergroup","right.sensor.detail","right.sensor.detail.read","right.sensor.detail.livestream"]}
2024-12-05 13:20:28.360 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Status Code: 200
2024-12-05 13:20:28.391 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The system has been logged in with a valid username and hashed password when query parameter is false
2024-12-05 13:20:28.391 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The username in the response matches the request
2024-12-05 13:20:28.391 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The Access Token has been saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI5MjkzOGE3ZC00MGIxLTQ3ZjAtOGM1Yi1lYWE0YmI1YzJlMWUiLCJleHAiOjE3MzMzOTQ2MjcsImlhdCI6MTczMzM5NDAyNywianRpIjoiMzVmY2ZiMTgtNGJhOC00ZTg1LTg0ODctYTM1NDFlNjZkZTA1In0.1vRQXvW_cnRRvdfruemwWRFGG3N9iBJ6o7GnmGDpjlSPfD3ws3_186IIW6DuKMEiPggK-jXtN_sBpF4K1tftfw
2024-12-05 13:20:28.688 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: User is unauthorized
2024-12-05 13:20:28.688 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Status Code: 401
2024-12-05 13:20:28.688 [main] ERROR com.apiTests.requests.serviceRequests.user_controller.LoginTests - Unexpected content type: text/plain;charset=UTF-8
2024-12-05 13:20:28.688 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The system has not logged in with a valid username, hashed password, and a true query
2024-12-05 13:20:29.032 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: {"user":{"name":"Sistem Yöneticisi","surname":"ASELSAN","username":"aselsan","detail":{"identityNumber":null,"email":null,"phoneNumber":null,"rank":null,"profilePicture":null,"supervisor":{"name":null,"surname":null}},"pushToken":null,"userLevelId":5,"userLevelName":"Aselsan","id":10},"tokenDetails":{"accessToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI1NGU2NDA5Ny1mMjlmLTQyZTItOTA3NC02Y2NiOTFkMzFlNGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiOGE4YTgxNzYtNTgwNC00ZTU1LThlOWYtMDE1MmE0YjJkOWMxIn0.gcfdRY42gSScSYkLpOaghY-n2sRbRoeg4Wfp0s08Y7P0--DS2VsZxAIMRTwzEmwyvZz6fn3ElPRQsTiOJa1sTA","refreshToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6InJlZnJlc2giLCJpc3MiOiJhc2Vsc2FuLmthcmRlbGVuIiwiZXhwIjoxNzMzNDMwMDI4LCJpYXQiOjE3MzMzOTQwMjgsImp0aSI6IjU0ZTY0MDk3LWYyOWYtNDJlMi05MDc0LTZjY2I5MWQzMWU0YyJ9.7QMkDq3SO9GMVpcOKiciVvLleUNqGwaKGA0gXZ1usRzrltBbUQeUcPA5CY0SDkCMfViuhPvFjDdaSKzY2tTzvQ"},"authorities":["right.detection.createdetection","right.detection.map","right.detection.detail","right.detection.detail.read","right.detection.detail.update","right.detection.filter","right.detection.sort","right.detection.sosmessage","right.task.filter","right.task.sort","right.task.detail","right.task.detail.read","right.task.detail.starttask","right.sensor.list","right.sensor.map","right.sensor.filter","right.sensor.sort","right.profile.read","right.detection","right.task","right.sensor","right.profile","right.detection.incominglist","right.task.outgoinglist","right.detection.outgoinglist","right.task.incominglist","right.task.attachments.list","right.alarm","right.alarm.list","right.alarm.map","right.alarm.filter","right.profile.usermanagement","right.profile.usermanagement.groupauthorization","right.profile.usermanagement.usergroup","right.sensor.detail","right.sensor.detail.read","right.sensor.detail.livestream"]}
2024-12-05 13:20:29.032 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Status Code: 200
2024-12-05 13:20:29.065 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The system has been logged in with a valid username and password
2024-12-05 13:20:29.065 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The username in the response matches the request
2024-12-05 13:20:29.065 [main] INFO  com.apiTests.requests.HelperMethod - The content was successfully written to the file: src/test/resources/txtFiles/accessToken.txt
2024-12-05 13:20:29.065 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The Access Token has been saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI1NGU2NDA5Ny1mMjlmLTQyZTItOTA3NC02Y2NiOTFkMzFlNGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiOGE4YTgxNzYtNTgwNC00ZTU1LThlOWYtMDE1MmE0YjJkOWMxIn0.gcfdRY42gSScSYkLpOaghY-n2sRbRoeg4Wfp0s08Y7P0--DS2VsZxAIMRTwzEmwyvZz6fn3ElPRQsTiOJa1sTA
2024-12-05 13:20:29.393 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Response received: {"accessToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI1NGU2NDA5Ny1mMjlmLTQyZTItOTA3NC02Y2NiOTFkMzFlNGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiMzI2NjlmNzUtMGE4Yy00OTNkLTg1ODgtMWU3YzUxZGI4MzgxIn0.UEVQ5OPVEw2G81GXsk5Qe7zFPZsfC_L8GmPY7u9HudzYORowjyg9CQF7mmBmIHiHyRBNuUkTFhATbm-5wimQOA","refreshToken":null}
2024-12-05 13:20:29.393 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Status Code: 200
2024-12-05 13:20:29.409 [main] INFO  com.apiTests.requests.HelperMethod - The content was successfully written to the file: src/test/resources/txtFiles/accessToken.txt
2024-12-05 13:20:29.409 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.RenewAccessTokenSteps - The access token is refreshed and saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI1NGU2NDA5Ny1mMjlmLTQyZTItOTA3NC02Y2NiOTFkMzFlNGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiMzI2NjlmNzUtMGE4Yy00OTNkLTg1ODgtMWU3YzUxZGI4MzgxIn0.UEVQ5OPVEw2G81GXsk5Qe7zFPZsfC_L8GmPY7u9HudzYORowjyg9CQF7mmBmIHiHyRBNuUkTFhATbm-5wimQOA
2024-12-05 13:20:29.739 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: {"user":{"name":"Sistem Yöneticisi","surname":"ASELSAN","username":"aselsan","detail":{"identityNumber":null,"email":null,"phoneNumber":null,"rank":null,"profilePicture":null,"supervisor":{"name":null,"surname":null}},"pushToken":null,"userLevelId":5,"userLevelName":"Aselsan","id":10},"tokenDetails":{"accessToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI5MzNhZDQwMC02ZTkxLTRmM2UtYWI5Ni1iZGMxOWY3MjgwOGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiY2E3M2IwYjItZGRhMC00NjZmLTg2OTgtNTFkNTEzNzc3ZDNhIn0.N0WEO7WIwdcG202De3w62ibzmcTvSwcsKE24y9WcbkaP3cD_Civ11GF8JkaBY4qz3Y3vbbEk4hWxHahdqQrcOA","refreshToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6InJlZnJlc2giLCJpc3MiOiJhc2Vsc2FuLmthcmRlbGVuIiwiZXhwIjoxNzMzNDMwMDI4LCJpYXQiOjE3MzMzOTQwMjgsImp0aSI6IjkzM2FkNDAwLTZlOTEtNGYzZS1hYjk2LWJkYzE5ZjcyODA4YyJ9.RSZ1egdKo58FxwatRf8nu494m3DeU1go2FCjGKpE51Bkjs-lyZHu7isojJ05aqewO0RK1BepBsUd9XcjN1AdRA"},"authorities":["right.detection.createdetection","right.detection.map","right.detection.detail","right.detection.detail.read","right.detection.detail.update","right.detection.filter","right.detection.sort","right.detection.sosmessage","right.task.filter","right.task.sort","right.task.detail","right.task.detail.read","right.task.detail.starttask","right.sensor.list","right.sensor.map","right.sensor.filter","right.sensor.sort","right.profile.read","right.detection","right.task","right.sensor","right.profile","right.detection.incominglist","right.task.outgoinglist","right.detection.outgoinglist","right.task.incominglist","right.task.attachments.list","right.alarm","right.alarm.list","right.alarm.map","right.alarm.filter","right.profile.usermanagement","right.profile.usermanagement.groupauthorization","right.profile.usermanagement.usergroup","right.sensor.detail","right.sensor.detail.read","right.sensor.detail.livestream"]}
2024-12-05 13:20:29.739 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Status Code: 200
2024-12-05 13:20:29.754 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The system has been logged in with a valid username and password
2024-12-05 13:20:29.754 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The username in the response matches the request
2024-12-05 13:20:29.770 [main] INFO  com.apiTests.requests.HelperMethod - The content was successfully written to the file: src/test/resources/txtFiles/accessToken.txt
2024-12-05 13:20:29.770 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The Access Token has been saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiI5MzNhZDQwMC02ZTkxLTRmM2UtYWI5Ni1iZGMxOWY3MjgwOGMiLCJleHAiOjE3MzMzOTQ2MjgsImlhdCI6MTczMzM5NDAyOCwianRpIjoiY2E3M2IwYjItZGRhMC00NjZmLTg2OTgtNTFkNTEzNzc3ZDNhIn0.N0WEO7WIwdcG202De3w62ibzmcTvSwcsKE24y9WcbkaP3cD_Civ11GF8JkaBY4qz3Y3vbbEk4hWxHahdqQrcOA
2024-12-05 13:20:30.005 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Response received: 
2024-12-05 13:20:30.005 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Status Code: 401
2024-12-05 13:20:30.005 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Unexpected content type: 
2024-12-05 13:20:30.005 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.RenewAccessTokenSteps - The access token is not refreshed and an error message is displayed
2024-12-05 13:20:30.383 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Response received: {"user":{"name":"Sistem Yöneticisi","surname":"ASELSAN","username":"aselsan","detail":{"identityNumber":null,"email":null,"phoneNumber":null,"rank":null,"profilePicture":null,"supervisor":{"name":null,"surname":null}},"pushToken":null,"userLevelId":5,"userLevelName":"Aselsan","id":10},"tokenDetails":{"accessToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiIzZjhlMTIyOC1iZWJiLTQxZjYtODE0Ni0xMjE1MjVkYTJiMTEiLCJleHAiOjE3MzMzOTQ2MjksImlhdCI6MTczMzM5NDAyOSwianRpIjoiYmY2ZGYwYWMtNDhkNC00Mzc3LTg4ZjYtOGI0YTgyZDAxZjcyIn0.9cfmf529M5lssKJfXUOP3PFeq7htqEKDNbYSY8tXJ1jHZvTi2sKwfiaPDgForJ4H2CnO3AM15uuGpUL9X8-_Tw","refreshToken":"eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6InJlZnJlc2giLCJpc3MiOiJhc2Vsc2FuLmthcmRlbGVuIiwiZXhwIjoxNzMzNDMwMDI5LCJpYXQiOjE3MzMzOTQwMjksImp0aSI6IjNmOGUxMjI4LWJlYmItNDFmNi04MTQ2LTEyMTUyNWRhMmIxMSJ9.Oswj-5pzdG1jWNBC76m1XlZRlbxMrJnAiUJ9HGtOxUXmQztlmv3rcXbU6lubkNigaLU7Y9Nh2bqQh1SXBdHPUQ"},"authorities":["right.detection.createdetection","right.detection.map","right.detection.detail","right.detection.detail.read","right.detection.detail.update","right.detection.filter","right.detection.sort","right.detection.sosmessage","right.task.filter","right.task.sort","right.task.detail","right.task.detail.read","right.task.detail.starttask","right.sensor.list","right.sensor.map","right.sensor.filter","right.sensor.sort","right.profile.read","right.detection","right.task","right.sensor","right.profile","right.detection.incominglist","right.task.outgoinglist","right.detection.outgoinglist","right.task.incominglist","right.task.attachments.list","right.alarm","right.alarm.list","right.alarm.map","right.alarm.filter","right.profile.usermanagement","right.profile.usermanagement.groupauthorization","right.profile.usermanagement.usergroup","right.sensor.detail","right.sensor.detail.read","right.sensor.detail.livestream"]}
2024-12-05 13:20:30.383 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.LoginTests - Status Code: 200
2024-12-05 13:20:30.415 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The system has been logged in with a valid username and password
2024-12-05 13:20:30.415 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The username in the response matches the request
2024-12-05 13:20:30.415 [main] INFO  com.apiTests.requests.HelperMethod - The content was successfully written to the file: src/test/resources/txtFiles/accessToken.txt
2024-12-05 13:20:30.415 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.LoginSteps - The Access Token has been saved: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIxOSIsImF1ZCI6ImFjY2VzcyIsInVzciI6IlNpc3RlbSBZw7ZuZXRpY2lzaSBBU0VMU0FOIiwiaXNzIjoiYXNlbHNhbi5rYXJkZWxlbiIsInJqdGkiOiIzZjhlMTIyOC1iZWJiLTQxZjYtODE0Ni0xMjE1MjVkYTJiMTEiLCJleHAiOjE3MzMzOTQ2MjksImlhdCI6MTczMzM5NDAyOSwianRpIjoiYmY2ZGYwYWMtNDhkNC00Mzc3LTg4ZjYtOGI0YTgyZDAxZjcyIn0.9cfmf529M5lssKJfXUOP3PFeq7htqEKDNbYSY8tXJ1jHZvTi2sKwfiaPDgForJ4H2CnO3AM15uuGpUL9X8-_Tw
2024-12-05 13:20:30.870 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Response received: 
2024-12-05 13:20:30.870 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Status Code: 500
2024-12-05 13:20:30.870 [main] INFO  com.apiTests.requests.serviceRequests.user_controller.RenewAccessTokenTests - Unexpected content type: 
2024-12-05 13:20:30.870 [main] INFO  com.apiTests.serviceSteps.serviceTestSteps.userController.RenewAccessTokenSteps - The access token is not refreshed and an error message is displayed
